beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Kentucky Bourbon Barrel Ale","Lexington Brewing & Distilling Co.","Strong Ale - American",8.2,19,,"Highland Kitchen",Somerville,MA,"United States",42.3883,-71.1032,4,"2016-05-12 10:48:12",https://untappd.com/c/310017929,https://untappd.com/beer/8172,https://untappd.com/brewery/28,"United States",Lexington,KY,,,,310017929,8172,28,https://untappd.s3.amazonaws.com/photo/2016_05_12/6de226c7c5ba45fbf8d2fcba84200848_raw.jpg,3.85,3.85,,0,0
"Cranky IPA","Stony Creek Brewery","IPA - American",6.8,68,,"Platform Sports Bar",Northampton,MA,"United States",42.3195,-72.6273,4.25,"2016-05-12 16:04:33",https://untappd.com/c/310082211,https://untappd.com/beer/1005999,https://untappd.com/brewery/35610,"United States",Branford,CT,,,,310082211,1005999,35610,https://untappd.s3.amazonaws.com/photo/2016_05_12/131b7999f6e27ec19e6bd294be736035_raw.jpg,3.58,3.58,,0,0
"Graduation Ale","Northampton Brewery","Fruit Beer",5.7,0,,"Northampton Brewery",Northampton,MA,"United States",42.3174,-72.6303,,"2016-05-12 19:01:41",https://untappd.com/c/310152345,https://untappd.com/beer/171048,https://untappd.com/brewery/3794,"United States",Northampton,MA,,,,310152345,171048,3794,,3.62,3.65,,0,0
"The IPA","BLDG8 Brewing (Building 8)","IPA - American",6.5,70,,,,,,,,4,"2016-05-12 20:52:29",https://untappd.com/c/310217223,https://untappd.com/beer/1242547,https://untappd.com/brewery/226446,"United States",Northampton,MA,,,,310217223,1242547,226446,,3.95,3.95,,0,0
"Stone Delicious IPA","Stone Brewing","IPA - American",7.7,75,,,,,,,,4.5,"2016-05-14 23:14:50",https://untappd.com/c/311539495,https://untappd.com/beer/392748,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,311539495,392748,1204,,3.74,3.74,,0,0
"Peppermint Victory at Sea","Ballast Point Brewing Company","Porter - Imperial / Double Coffee",10,60,,,,,,,,4,"2016-05-16 21:19:31",https://untappd.com/c/312233224,https://untappd.com/beer/880465,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,312233224,880465,68,https://untappd.s3.amazonaws.com/photo/2016_05_17/1cab4d94ef10d9bf65ff1527e05e6230_raw.jpg,3.73,3.73,,0,0
"Half-Stack IPA (2012-2018)","SingleCut Beersmiths","IPA - American",6.6,0,,"Saus Restaurant",Boston,MA,"United States",42.3611,-71.0571,4.5,"2016-05-19 14:30:06",https://untappd.com/c/312892444,https://untappd.com/beer/238845,https://untappd.com/brewery/16555,"United States",Astoria,NY,,,,312892444,238845,16555,https://untappd.s3.amazonaws.com/photo/2016_05_19/75a4b8a681a366c673c1e6dd1d9e5dd1_raw.jpg,3.93,3.93,,1,0
"Old Rasputin","North Coast Brewing Company","Stout - Russian Imperial",9,75,,"Saus Restaurant",Boston,MA,"United States",42.3611,-71.0571,4.25,"2016-05-19 15:04:21",https://untappd.com/c/312901175,https://untappd.com/beer/30855,https://untappd.com/brewery/919,"United States","Fort Bragg",CA,,,,312901175,30855,919,https://untappd.s3.amazonaws.com/photo/2016_05_19/00399d9eb5c8c5fff74740bf73aeb8d5_raw.jpg,4.01,4.01,,0,0
"Mach 10™","Bear Republic Brewing Co.","IPA - Imperial / Double",9.2,100,,"Gulu-Gulu Café",Salem,MA,"United States",42.5213,-70.8963,4.25,"2016-05-20 13:21:14",https://untappd.com/c/313244160,https://untappd.com/beer/8113,https://untappd.com/brewery/94,"United States","Rohnert Park",CA,,,,313244160,8113,94,https://untappd.s3.amazonaws.com/photo/2016_05_20/7ea31bcdc67df458c0b7e679a7d47793_raw.jpg,3.86,3.86,,0,0
"120 Minute IPA","Dogfish Head Craft Brewery","IPA - Imperial / Double",18,120,,"Gulu-Gulu Café",Salem,MA,"United States",42.5213,-70.8963,3.75,"2016-05-20 13:52:32",https://untappd.com/c/313255679,https://untappd.com/beer/3950,https://untappd.com/brewery/459,"United States",Milton,DE,,,,313255679,3950,459,https://untappd.s3.amazonaws.com/photo/2016_05_20/e1b80c37c20fb4f7b6c1dff301ea2dfa_raw.jpg,4.24,4.24,,0,0
Nova,"Far From The Tree","Cider - Herbed / Spiced / Hopped",7,0,,,,,,,,4,"2016-05-21 12:41:10",https://untappd.com/c/313817930,https://untappd.com/beer/1011011,https://untappd.com/brewery/128798,"United States",Salem,MA,,,,313817930,1011011,128798,https://untappd.s3.amazonaws.com/photo/2016_05_21/18a7510f008c36c9dc4588e3a0eb3f61_raw.jpg,3.72,3.72,,0,0
Patch,"Far From The Tree","Cider - Traditional",8,0,,,,,,,,4.25,"2016-05-21 13:09:55",https://untappd.com/c/313834980,https://untappd.com/beer/1198161,https://untappd.com/brewery/128798,"United States",Salem,MA,,,,313834980,1198161,128798,https://untappd.s3.amazonaws.com/photo/2016_05_21/a96ac3d3e87435d878c0958b000bb9c4_raw.jpg,3.77,3.76,,0,0
"Alter Ego","Tree House Brewing Company","IPA - American",6.8,72,,,,,,,,4.5,"2016-05-21 15:26:33",https://untappd.com/c/313950583,https://untappd.com/beer/1120384,https://untappd.com/brewery/20084,"United States",Charlton,MA,,,,313950583,1120384,20084,https://untappd.s3.amazonaws.com/photo/2016_05_21/35f3678cd96c9d98b7d7b506afadc62c_raw.jpg,4.41,4.4,,0,0
Green,"Tree House Brewing Company","IPA - American",7.5,90,,,,,,,,4.5,"2016-05-21 16:39:53",https://untappd.com/c/314025424,https://untappd.com/beer/533174,https://untappd.com/brewery/20084,"United States",Charlton,MA,,,,314025424,533174,20084,https://untappd.s3.amazonaws.com/photo/2016_05_21/8a1db3f7fd353428fbeb9583523e9283_raw.jpg,4.44,4.44,,1,1
"Lights On","Tree House Brewing Company","Pale Ale - American",5.6,0,,,,,,,,5,"2016-05-21 17:54:52",https://untappd.com/c/314102300,https://untappd.com/beer/1024586,https://untappd.com/brewery/20084,"United States",Charlton,MA,,,,314102300,1024586,20084,https://untappd.s3.amazonaws.com/photo/2016_05_21/f2d30edd3ce30c2241d687a0dc418e70_raw.jpg,4.24,4.24,,0,0
Groundswell,"Backlash Beer Company","Belgian Blonde",6.4,22,,,,,,,,5,"2016-05-21 18:33:33",https://untappd.com/c/314142129,https://untappd.com/beer/65506,https://untappd.com/brewery/11162,"United States",Roxbury,MA,,,,314142129,65506,11162,https://untappd.s3.amazonaws.com/photo/2016_05_21/d3a9e7f58defe3d66de76f6f85454f7c_raw.jpg,3.6,3.6,,0,0
Sofie,"Goose Island Beer Co.","Farmhouse Ale - Saison",6.5,20,,,,,,,,5,"2016-05-22 18:57:44",https://untappd.com/c/314729716,https://untappd.com/beer/6807,https://untappd.com/brewery/2898,"United States",Chicago,IL,,,,314729716,6807,2898,https://untappd.s3.amazonaws.com/photo/2016_05_22/9d16fbfea760f19d9dc9b42f4fd9071e_raw.jpg,3.75,3.75,,0,0
"Stella Artois","Stella Artois","Pilsner - Other",5,24,,"Anheuser-Busch Brewery Experiences",Merrimack,NH,"United States",42.8234,-71.4873,3.25,"2016-05-23 12:20:06",https://untappd.com/c/314893645,https://untappd.com/beer/4010,https://untappd.com/brewery/265,Belgium,Leuven,Vlaanderen,,,,314893645,4010,265,https://untappd.s3.amazonaws.com/photo/2016_05_23/7c904fd3ec9b95b702f4651592785061_raw.jpg,3.26,3.26,,0,0
"Common Man Ale","Smuttynose Brewing Co.","Pale Ale - American",5.9,40,,"The Common Man",Merrimack,NH,"United States",42.8397,-71.4914,3.5,"2016-05-23 13:16:20",https://untappd.com/c/314901269,https://untappd.com/beer/14105,https://untappd.com/brewery/1160,"United States",Hampton,NH,,,,314901269,14105,1160,,3.52,3.53,,0,0
"All Day IPA","Founders Brewing Co.","IPA - Session / India Session Ale",4.7,42,,"Chili's Grill & Bar",Nashua,NH,"United States",42.8002,-71.5369,4.25,"2016-05-23 20:35:36",https://untappd.com/c/315018134,https://untappd.com/beer/36834,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,315018134,36834,549,,3.71,3.71,,0,0
"Hugh Malone","Allagash Brewing Company","IPA - Belgian",6.8,0,,,,,,,,4.75,"2016-05-24 14:08:12",https://untappd.com/c/315131089,https://untappd.com/beer/8724,https://untappd.com/brewery/24,"United States",Portland,ME,,,,315131089,8724,24,https://untappd.s3.amazonaws.com/photo/2016_05_24/eff1ca630ffd6c492d0b7b51772ab59e_raw.jpg,3.83,3.83,,1,0
Vestkyst,"Kinn Bryggeri","IPA - American",7,100,"Acabando com a minha reserva antes de voltar...",,,,,,,4.25,"2016-05-24 18:16:50",https://untappd.com/c/315190868,https://untappd.com/beer/29512,https://untappd.com/brewery/5233,Norway,Florø,"Sogn og Fjordane",,,,315190868,29512,5233,https://untappd.s3.amazonaws.com/photo/2016_05_24/bff5d9c4ccfa02e14b83a66b7d8251f7_raw.jpg,3.86,3.85,,1,0
"Congress Street","Trillium Brewing Company","IPA - American",7.2,0,,,,,,,,4.75,"2016-05-25 18:13:37",https://untappd.com/c/315451056,https://untappd.com/beer/467174,https://untappd.com/brewery/23038,"United States",Canton,MA,,,,315451056,467174,23038,https://untappd.s3.amazonaws.com/photo/2016_05_25/610cd032ca4ce08dbcb2133741d4ce79_raw.jpg,4.31,4.3,,0,0
"Ricochet IPA","Backlash Beer Company","IPA - American",7,65,,,,,,,,4.25,"2016-05-26 19:50:02",https://untappd.com/c/315804209,https://untappd.com/beer/1075493,https://untappd.com/brewery/11162,"United States",Roxbury,MA,,,,315804209,1075493,11162,https://untappd.s3.amazonaws.com/photo/2016_05_26/b2ca9367c52c2e126c4dea10659f63eb_raw.jpg,3.75,3.74,,0,0
"BWX IPA","BEERWORKS Brewing Co.","IPA - American",6.8,70,"Last beer in Boston","Boston Beer Works",Boston,MA,"United States",42.3675,-71.0155,4.25,"2016-05-29 14:37:20",https://untappd.com/c/317334095,https://untappd.com/beer/8134,https://untappd.com/brewery/158,"United States",Boston,MA,,,,317334095,8134,158,,3.5,3.5,,1,0
Trippel,"Cervejaria Wäls","Belgian Tripel",9,38,"Primeira cerveja de volta ao Brasil não decepcionou","Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,5,"2016-06-03 19:51:57",https://untappd.com/c/319144947,https://untappd.com/beer/82919,https://untappd.com/brewery/5439,Brazil,"Belo Horizonte","Minas Gerais",,,,319144947,82919,5439,https://untappd.s3.amazonaws.com/photo/2016_06_03/5e7dac373b78f031dbdee742f43c7c65_raw.jpg,3.87,3.86,,0,0
Quadruppel,"Cervejaria Wäls","Belgian Quadrupel",11,35,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,4.5,"2016-06-03 20:08:50",https://untappd.com/c/319158195,https://untappd.com/beer/79763,https://untappd.com/brewery/5439,Brazil,"Belo Horizonte","Minas Gerais",,,,319158195,79763,5439,https://untappd.s3.amazonaws.com/photo/2016_06_03/4b7a8484e6232da66f86f737cdefdaa9_raw.jpg,3.9,3.89,,0,0
"Citrus Bomb","Cervejaria Tupiniquim","IPA - Imperial / Double",7.8,80,,"Monastério Cervejas Especiais",Cricúma,SC,Brasil,-28.6824,-49.3638,,"2016-06-04 09:50:09",https://untappd.com/c/319449675,https://untappd.com/beer/1137561,https://untappd.com/brewery/76097,Brazil,"Porto Alegre","Rio Grande do Sul",,,,319449675,1137561,76097,,3.88,3.88,,0,0
Polimango,"Cervejaria Tupiniquim","IPA - Imperial / Double",8,80,,"Monastério Cervejas Especiais",Cricúma,SC,Brasil,-28.6824,-49.3638,,"2016-06-04 09:50:21",https://untappd.com/c/319449714,https://untappd.com/beer/638218,https://untappd.com/brewery/76097,Brazil,"Porto Alegre","Rio Grande do Sul",,,,319449714,638218,76097,,3.91,3.91,,0,0
Serramalte,AmBev,"Lager - Pale",5.5,15,,"Taco Pub","Porto Alegre",RS,Brasil,-30.0534,-51.2226,,"2016-06-07 22:09:31",https://untappd.com/c/320969706,https://untappd.com/beer/86851,https://untappd.com/brewery/4538,Brazil,"São Paulo","São Paulo",,,,320969706,86851,4538,,3.17,3.18,,0,0
Clementina,"Irmãos Ferraro","Pale Ale - American",5.4,42,,"Hidden Brew Pub","Porto Alegre",RS,Brasil,-30.0904,-51.2298,,"2016-06-08 22:47:42",https://untappd.com/c/321258947,https://untappd.com/beer/602720,https://untappd.com/brewery/54333,Brazil,"Porto Alegre","Rio Grande do Sul",,,,321258947,602720,54333,,3.82,3.81,,0,0
Weiss,"Hidden BrewPub",Hefeweizen,5.3,11,,"Hidden Brew Pub","Porto Alegre",RS,Brasil,-30.0904,-51.2298,,"2016-06-08 22:48:05",https://untappd.com/c/321259153,https://untappd.com/beer/303678,https://untappd.com/brewery/26818,Brazil,"Porto Alegre","Rio Grande do Sul",,,,321259153,303678,26818,,3.65,3.68,,0,0
"German IPA","Hidden BrewPub","IPA - International",7.4,51,,"Hidden Brew Pub","Porto Alegre",RS,Brasil,-30.0904,-51.2298,,"2016-06-08 22:48:23",https://untappd.com/c/321259326,https://untappd.com/beer/602686,https://untappd.com/brewery/26818,Brazil,"Porto Alegre","Rio Grande do Sul",,,,321259326,602686,26818,,3.83,3.71,,0,0
India,"Moocabier Cervejas Especiais","IPA - English",6.5,40,,"Pavilhão de Exposições José Ijair Conti",Criciúma,SC,Brasil,-28.6923,-49.3871,4.25,"2016-06-10 21:24:28",https://untappd.com/c/321985929,https://untappd.com/beer/944392,https://untappd.com/brewery/180797,Brazil,Paraí,"Rio Grande do Sul",,,,321985929,944392,180797,,3.58,3.6,,0,0
"Union Beer Belgian Blond Ale","Cervejaria Imigração","Belgian Blonde",6.7,11,,,,,,,,,"2016-06-11 17:31:20",https://untappd.com/c/322456992,https://untappd.com/beer/1541940,https://untappd.com/brewery/106396,Brazil,"Campo Bom","Rio Grande do Sul",,,,322456992,1541940,106396,,3.66,3.66,,0,0
"In Natura","Saint Bier","Lager - Pale",5.2,14,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,4.25,"2016-06-11 17:31:53",https://untappd.com/c/322457694,https://untappd.com/beer/92903,https://untappd.com/brewery/11724,Brazil,Forquilhinha,"Santa Catarina",,,,322457694,92903,11724,https://untappd.s3.amazonaws.com/photo/2016_06_11/46ff9c2d2b542d74c0e65b7129e47dd4_raw.jpg,3.48,3.51,,0,0
Pilsen,"Cervejaria Schornstein","Pilsner - Other",4.5,14,,Trindade,Florianópolis,SC,Brasil,-27.5897,-48.5243,4,"2016-06-14 19:29:42",https://untappd.com/c/323622849,https://untappd.com/beer/39234,https://untappd.com/brewery/9675,Brazil,Pomerode,"Santa Catarina",,,,323622849,39234,9675,,3.44,3.45,,0,0
"Urthel Saisonnière","Microbrouwerij Urthel","Farmhouse Ale - Saison",6,0,,Manfré,Curitiba,PR,Brasil,-25.4344,-49.2569,,"2016-06-17 12:47:36",https://untappd.com/c/324428855,https://untappd.com/beer/8327,https://untappd.com/brewery/431,Belgium,Ruiselede,Vlaanderen,,,,324428855,8327,431,https://untappd.s3.amazonaws.com/photo/2016_06_17/2431078d87cd8535e73096122b61eb0e_raw.jpg,3.49,3.49,,0,0
"Hop Paradise","Gobe Craft Beers","IPA - American",7.1,55,,"Clube do Malte",Curitiba,PR,Brasil,-25.4359,-49.2823,4.25,"2016-06-17 13:32:25",https://untappd.com/c/324439965,https://untappd.com/beer/1218079,https://untappd.com/brewery/143747,Brazil,Curitiba,Paraná,,,,324439965,1218079,143747,,3.77,3.75,,0,0
"Floris Kriek","Delirium - Huyghe Brewery","Fruit Beer",3.6,0,,"Templo da Cerveja",Curitiba,PR,Brasil,-25.44,-49.2824,5,"2016-06-17 14:30:08",https://untappd.com/c/324458798,https://untappd.com/beer/20832,https://untappd.com/brewery/285,Belgium,Melle,Vlaanderen,,,,324458798,20832,285,https://untappd.s3.amazonaws.com/photo/2016_06_17/5350e64635a2b3acf428f5ef712f6b12_raw.jpg,3.48,3.49,,1,0
"Session Belgian IPA","Raridade Cervejas","IPA - Belgian",4.6,40,,"Templo da Cerveja",Curitiba,PR,Brasil,-25.44,-49.2824,,"2016-06-17 14:34:31",https://untappd.com/c/324460446,https://untappd.com/beer/1386528,https://untappd.com/brewery/188225,Brazil,Pinhais,Paraná,,,,324460446,1386528,188225,,3.58,3.61,,2,0
"Chimay Dorée (Gold)","Bières de Chimay",Patersbier,4.8,16,,Centro,Curitiba,PR,Brasil,-25.4344,-49.2758,4.75,"2016-06-17 15:21:54",https://untappd.com/c/324478155,https://untappd.com/beer/4702,https://untappd.com/brewery/378,Belgium,Baileux,Wallonie,,,,324478155,4702,378,,3.56,3.56,,0,0
"Cacau IPA",Bodebrown,"IPA - American",6.1,74,,"Cervejaria e Escola Bodebrown - Viva La Revolucion",Curitiba,PR,Brasil,-25.4725,-49.2476,,"2016-06-17 17:52:10",https://untappd.com/c/324556157,https://untappd.com/beer/329908,https://untappd.com/brewery/12740,Brazil,Curitiba,Paraná,,,,324556157,329908,12740,,4.13,4.12,,0,0
"Vic Secrets IPA",Bodebrown,"IPA - American",5.2,40,,"Cervejaria e Escola Bodebrown - Viva La Revolucion",Curitiba,PR,Brasil,-25.4725,-49.2476,,"2016-06-17 18:14:58",https://untappd.com/c/324569636,https://untappd.com/beer/1104767,https://untappd.com/brewery/12740,Brazil,Curitiba,Paraná,,,,324569636,1104767,12740,,3.75,3.75,,0,0
Perigosa,Bodebrown,"IPA - Imperial / Double",9.2,100,,"Cervejaria e Escola Bodebrown - Viva La Revolucion",Curitiba,PR,Brasil,-25.4725,-49.2476,,"2016-06-17 18:40:39",https://untappd.com/c/324585901,https://untappd.com/beer/57556,https://untappd.com/brewery/12740,Brazil,Curitiba,Paraná,,,,324585901,57556,12740,,4.12,4.11,,0,0
"Rock IPA","Klein Beer","IPA - American",6.8,45,,"Aurora Bar & Piadineria",Curitiba,PR,Brasil,-25.4362,-49.2842,,"2016-06-17 23:19:06",https://untappd.com/c/324812372,https://untappd.com/beer/203120,https://untappd.com/brewery/20454,Brazil,"Campo Largo",Paraná,,,,324812372,203120,20454,,3.47,3.49,,0,0
"Celebration Inverno","Baden Baden","Bock - Doppelbock",8.2,12,,"Aurora Bar & Piadineria",Curitiba,PR,Brasil,-25.4362,-49.2842,,"2016-06-18 01:42:32",https://untappd.com/c/324886496,https://untappd.com/beer/63203,https://untappd.com/brewery/5437,Brazil,"Campos do Jordão","São Paulo",,,,324886496,63203,5437,,3.65,3.66,,0,0
Witbier,"Cervejaria Leopoldina","Wheat Beer - Witbier",5,13,,"Mid Curitiba - Home & Work | CCDI",Curitiba,PR,Brasil,-25.4361,-49.2686,,"2016-06-18 19:05:08",https://untappd.com/c/325306490,https://untappd.com/beer/1114764,https://untappd.com/brewery/191587,Brazil,Garibaldi,"Rio Grande do Sul",,,,325306490,1114764,191587,https://untappd.s3.amazonaws.com/photo/2016_06_18/81388a4f786d97997a11e0517226823b_raw.jpg,3.67,3.67,,0,0
"Devassa Ruiva","Heineken Brasil","Red Ale - Other",4.8,0,,"Cervejaria Devassa",Curitiba,PR,Brasil,-25.4431,-49.291,,"2016-06-21 18:40:38",https://untappd.com/c/326416666,https://untappd.com/beer/19750,https://untappd.com/brewery/5719,Brazil,"São Paulo","São Paulo",,,,326416666,19750,5719,,2.88,2.91,,0,0
"Skipper Bohemian Pilsner","Bier Hoff Micro Cervejaria","Pilsner - Czech",5,41,,,,,,,,,"2016-06-22 19:11:05",https://untappd.com/c/326712134,https://untappd.com/beer/1728734,https://untappd.com/brewery/19685,Brazil,Curitiba,Paraná,,,,326712134,1728734,19685,https://untappd.s3.amazonaws.com/photo/2016_06_22/44c1c86bbe0b46942fd84fa58d3287a5_raw.jpg,3.34,3.43,,0,0
"Hop Arábica","Morada Cia Etílica","Blonde Ale",5,10,,Whatafuck,Curitiba,PR,Brasil,-25.4363,-49.2846,,"2016-06-23 00:44:48",https://untappd.com/c/326859523,https://untappd.com/beer/330856,https://untappd.com/brewery/18887,Brazil,Curitiba,Paraná,,,,326859523,330856,18887,,3.83,3.83,,0,0
"India Pale Ale","Cerveja Tormenta","IPA - American",6.8,59,,Whatafuck,Curitiba,PR,Brasil,-25.4363,-49.2846,,"2016-06-23 00:45:45",https://untappd.com/c/326859689,https://untappd.com/beer/1370931,https://untappd.com/brewery/18883,Brazil,Piraquara,Paraná,,,,326859689,1370931,18883,,3.38,3.63,,0,0
SMOKED,"Cerveja Palta","Smoked Beer",6.2,32,,,,,,,,,"2016-06-24 19:31:07",https://untappd.com/c/327465557,https://untappd.com/beer/215443,https://untappd.com/brewery/37141,Brazil,Curitiba,Paraná,,,,327465557,215443,37141,,3.63,3.64,,0,0
"Brett IPA","Way Beer","IPA - Brett",6.9,65,,"Way Beer",Pinhais,PR,Brasil,-25.4113,-49.1869,4.25,"2016-06-25 17:09:55",https://untappd.com/c/328005887,https://untappd.com/beer/614704,https://untappd.com/brewery/18116,Brazil,Pinhais,Paraná,,,,328005887,614704,18116,,3.69,3.69,,0,0
"Tripel Monasterium",Natbier,"Belgian Tripel",8,22,,"Hop'n Roll",Curitiba,PR,Brasil,-25.4192,-49.271,,"2016-06-25 23:05:02",https://untappd.com/c/328340052,https://untappd.com/beer/513004,https://untappd.com/brewery/77129,Brazil,Palmeira,Paraná,,,,328340052,513004,77129,,3.51,3.59,,0,0
"Mutum Cavalo","Ignorus Cervejaria","IPA - American",7,70,,"Hop'n Roll",Curitiba,PR,Brasil,-25.4192,-49.271,4.5,"2016-06-26 00:38:29",https://untappd.com/c/328397683,https://untappd.com/beer/241604,https://untappd.com/brewery/41652,Brazil,Colombo,Paraná,,,,328397683,241604,41652,,4.11,4.08,,2,0
"Double Vienna Lager","Morada Cia Etílica","Lager - Vienna",7.6,36,,"Hop'n Roll",Curitiba,PR,Brasil,-25.4192,-49.271,5,"2016-06-26 01:33:52",https://untappd.com/c/328419203,https://untappd.com/beer/99703,https://untappd.com/brewery/18887,Brazil,Curitiba,Paraná,,,,328419203,99703,18887,,3.88,3.86,,1,0
"Avelã Porter","Way Beer","Porter - Other",5.6,25,,,,,,,,,"2016-06-26 20:02:36",https://untappd.com/c/328729854,https://untappd.com/beer/253006,https://untappd.com/brewery/18116,Brazil,Pinhais,Paraná,,,,328729854,253006,18116,,3.81,3.81,,0,0
"838 Pale Ale","Cervejaria Bohemia","Pale Ale - International",5.3,41,,,,,,,,,"2016-06-27 20:19:26",https://untappd.com/c/329001588,https://untappd.com/beer/1463855,https://untappd.com/brewery/121365,Brazil,Petrópolis,"Rio de Janeiro",,,,329001588,1463855,121365,,3.34,3.35,,0,0
"Lay Back Beer American India Pale Ale","LayBack Beer","IPA - International",7,70,,"Lay Back Food Truck",,,Brasil,-27.6048,-48.4658,,"2016-06-29 21:23:44",https://untappd.com/c/329561802,https://untappd.com/beer/1249117,https://untappd.com/brewery/239674,Brazil,Florianópolis,"Santa Catarina",,,,329561802,1249117,239674,,3.62,3.63,,1,0
"Lay Back Beer (Pilsen)","LayBack Beer","Lager - Pale",5,22,,"Lay Back Food Truck",,,Brasil,-27.6048,-48.4658,,"2016-06-29 21:24:29",https://untappd.com/c/329562205,https://untappd.com/beer/638430,https://untappd.com/brewery/239674,Brazil,Florianópolis,"Santa Catarina",,,,329562205,638430,239674,,3.31,3.39,,1,0
"Cozalinda Lager","Cervejaria Cozalinda","Lager - Pale",4.6,25,,"Coza Bar / Cozalinda",Florianópolis,SC,Brasil,-27.6135,-48.5855,4.25,"2016-06-30 21:04:16",https://untappd.com/c/329877583,https://untappd.com/beer/927884,https://untappd.com/brewery/180234,Brazil,Florianópolis,"Santa Catarina",,,,329877583,927884,180234,,3.42,3.57,,0,0
"Lola Lupulina",Sambaqui,"IPA - American",7.5,65,,"Coza Bar / Cozalinda",Florianópolis,SC,Brasil,-27.6135,-48.5855,,"2016-06-30 21:18:27",https://untappd.com/c/329886728,https://untappd.com/beer/809727,https://untappd.com/brewery/66795,Brazil,Florianópolis,"Santa Catarina",,,,329886728,809727,66795,,3.75,3.73,,0,0
Curió,"Cervejaria Cozalinda","Wheat Beer - Witbier",4.2,9,,"Coza Bar / Cozalinda",Florianópolis,SC,Brasil,-27.6135,-48.5855,,"2016-06-30 22:48:20",https://untappd.com/c/329943158,https://untappd.com/beer/941288,https://untappd.com/brewery/180234,Brazil,Florianópolis,"Santa Catarina",,,,329943158,941288,180234,,3.36,3.49,,0,0
"Bierland Blond",Bierland,"Belgian Blonde",6.5,26,,,,,,,,,"2016-07-01 21:40:46",https://untappd.com/c/330391767,https://untappd.com/beer/1031538,https://untappd.com/brewery/12693,Brazil,Blumenau,"Santa Catarina",,,,330391767,1031538,12693,,3.62,3.63,,0,0
"Miller Genuine Draft","Miller Brewing Company","Lager - American",4.66,12,,,,,,,,,"2016-07-03 02:00:49",https://untappd.com/c/331236847,https://untappd.com/beer/3779,https://untappd.com/brewery/863,"United States",Milwaukee,WI,,,,331236847,3779,863,,2.54,2.54,,0,0
"Maredsous Blonde / Blond","Abbaye de Maredsous","Belgian Blonde",6,0,,,,,,,,,"2016-07-07 18:02:32",https://untappd.com/c/332907386,https://untappd.com/beer/7767,https://untappd.com/brewery/6,Belgium,Breendonk,Vlaanderen,,,,332907386,7767,6,https://untappd.s3.amazonaws.com/photo/2016_07_07/706b910455eadff6844a0a88698d6120_raw.jpg,3.53,3.53,,0,0
"Sex On Fire","Liffey Brew Pub","Fruit Beer",8.9,15,,"Esquina 42 Food Park",Florianópolis,SC,Brasil,-27.5917,-48.5155,4.5,"2016-07-20 18:37:31",https://untappd.com/c/338214762,https://untappd.com/beer/711738,https://untappd.com/brewery/99996,Brazil,Palhoça,"Santa Catarina",,,,338214762,711738,99996,https://untappd.s3.amazonaws.com/photo/2016_07_20/0292bb038d5e09c8763fb5420157de7b_raw.jpg,3.42,3.61,,0,0
"Weiss Maracujá","Cervejaria Tupiniquim",Hefeweizen,5,0,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,4.25,"2016-07-28 00:20:58",https://untappd.com/c/341214105,https://untappd.com/beer/1306722,https://untappd.com/brewery/76097,Brazil,"Porto Alegre","Rio Grande do Sul",,,,341214105,1306722,76097,,3.38,3.4,,0,0
"Pride Of Pendle","Moorhouse's Brewery","English Bitter",4.1,0,,,,,,,,,"2016-07-31 22:59:15",https://untappd.com/c/343191301,https://untappd.com/beer/14000,https://untappd.com/brewery/884,England,Burnley,Lancashire,,,,343191301,14000,884,https://untappd.s3.amazonaws.com/photo/2016_08_01/7f33d8b2c573b56c005cc2836850ca30_raw.jpg,3.38,3.39,,0,0
"Or Blanc Witbier","Cerveja Therezópolis","Wheat Beer - Witbier",4.5,10,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,,"2016-08-09 20:02:43",https://untappd.com/c/346536074,https://untappd.com/beer/835079,https://untappd.com/brewery/257521,Brazil,"Rio de Janeiro","Rio de Janeiro",,,,346536074,835079,257521,,3.2,3.22,,0,0
APA,"Al Capone","Pale Ale - American",4.9,41,,KAMAO,"Porto Alegre",RS,Brasil,-30.041,-51.2254,,"2016-08-13 21:58:17",https://untappd.com/c/348387977,https://untappd.com/beer/848614,https://untappd.com/brewery/65636,Brazil,"Porto Alegre","Rio Grande do Sul",,,,348387977,848614,65636,https://untappd.s3.amazonaws.com/photo/2016_08_14/4c6b723313620229f58b8fc60d95e654_raw.jpg,3.55,3.59,,0,0
